1/8/17 18:30,BATTERY,42.02253638,-87.67371063
1/15/17 13:00,ASSAULT,42.02253479,-87.67343462
1/13/17 12:58,NARCOTICS,42.02253479,-87.67343462
4/6/17 19:00,THEFT,42.02253435,-87.67335734
4/6/17 18:55,THEFT,42.02253435,-87.67335734
1/30/17 20:30,OTHER OFFENSE,42.02252621,-87.67241896
2/5/17 23:40,MOTOR VEHICLE THEFT,42.02252546,-87.67229015
4/22/17 8:09,BATTERY,42.02252504,-87.67221655
4/3/17 18:48,CRIMINAL TRESPASS,42.02252504,-87.67221655
2/23/17 9:00,BATTERY,42.02252504,-87.67221655
2/22/17 15:30,BATTERY,42.02252493,-87.67219815
3/28/17 10:15,DECEPTIVE PRACTICE,42.02252214,-87.67123763
3/6/17 7:45,CRIMINAL DAMAGE,42.02252174,-87.67116771
1/26/17 10:30,THEFT,42.02226315,-87.6701068
2/11/17 12:00,BURGLARY,42.02225755,-87.6696137
2/16/17 15:30,CRIMINAL TRESPASS,42.02225598,-87.66934138
3/17/17 19:57,BATTERY,42.02223302,-87.66727331
2/27/17 11:41,CRIMINAL DAMAGE,42.02209585,-87.67488918
5/1/17 10:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/12/17 19:10,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/10/17 18:11,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/9/17 23:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/8/17 12:30,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/7/17 11:52,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/6/17 1:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
4/5/17 5:49,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/28/17 0:20,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/25/17 8:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/25/17 8:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/22/17 9:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/19/17 19:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/17/17 22:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/16/17 19:00,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/15/17 0:24,CRIMINAL DAMAGE,42.02206269,-87.67484904
3/15/17 4:37,CRIMINAL DAMAGE,42.02206269,-87.67484904
